certificate_id,cut_no,ai_cleaned_description,ai_reference,ai_action,ai_content_types,ai_media_element
100010101800026783,6,Muted a profane word.,bamb,audio_modification,profanity,text_dialogue
100010101800026783,5,Muted the name of a film personality and their film.,film personality and film,audio_modification,profanity,text_dialogue
100010101800026783,4,Muted profane words.,harami|pichchwade,audio_modification,profanity,text_dialogue
100010101800026783,3,Inserted the media partners names.,media partners names,insertion,,metadata
100010101800026783,2,"Added a disclaimer at the beginning of the film regarding respect for specially abled people and their families, and that the film does not intend to hurt their sentiments.",identity_reference,insertion,identity_reference,metadata
100010101800026783,1,Inserted a new anti-smoking disclaimer after the film's interval.,smoking,insertion,substance,metadata
100010151900000883,23,Added anti-smoking disclaimers at the beginning and throughout the film.,smoking,insertion,substance,metadata
100010151900000883,22,Added a certificate at the start of the film.,CBFC certificate,insertion,,metadata
100010151900000883,21,Removed visuals of a woman getting naked.,naked woman,deletion,sexual_explicit,visual_scene
100010151900000883,20,Removed the visuals of a woman reading a book.,woman reading book,deletion,,visual_scene
100010151900000883,19,Removed visuals of a woman touching her vagina and a profane word.,vagina|fuck,deletion,sexual_explicit|profanity,visual_scene
100010151900000883,18,Removed visuals of a kissing scene.,kissing scene,deletion,sexual_suggestive,visual_scene
100010151900000883,17,Removed visuals of a man removing a woman's top.,woman's top,deletion,sexual_suggestive,visual_scene
100010151900000883,16,Removed visuals of a woman in a bathtub.,woman in bathtub,deletion,sexual_suggestive,visual_scene
100010151900000883,15,Removed the visuals of a man walking.,man walking,deletion,,visual_scene
100010151900000883,14,Removed visuals of a woman in lingerie.,lingerie,deletion,sexual_suggestive,visual_scene
100010151900000883,13,Removed the visuals of a woman in bed.,woman,deletion,sexual_suggestive,visual_scene
100010151900000883,12,Removed visuals of a woman dancing in lingerie and a sex scene.,sex scene,deletion,sexual_suggestive|sexual_explicit,visual_scene
100010151900000883,11,Removed visuals of a woman performing a vulgar dance and a kissing scene.,,deletion,sexual_suggestive,visual_scene
100010151900000883,10,Removed the visuals of a kissing scene.,kissing scene,deletion,sexual_suggestive,visual_scene
100010151900000883,9,Removed visuals of a woman in lingerie.,lingerie,deletion,sexual_suggestive,visual_scene
100010151900000883,8,Removed visuals of a woman in lingerie and a man watching.,lingerie,deletion,sexual_suggestive,visual_scene
100010151900000883,7,Deleted the visuals of a sexual act.,blowjob,deletion,sexual_explicit,visual_scene
100010151900000883,6,Removed a sex scene.,sex scene,deletion,sexual_suggestive,visual_scene
100010151900000883,5,Removed sexual content at various points.,penis|Virginia|boobs|cock,deletion,sexual_explicit|sexual_suggestive,visual_scene
100010151900000883,4,Muted instances of profanity throughout the film.,fuck,audio_modification,profanity,text_dialogue
100010151900000883,3,Muted a profane word.,asshole,audio_modification,profanity,text_dialogue
100010151900000883,2,Muted instances of a profane word at multiple points in the film.,fuck,audio_modification,profanity,text_dialogue
100010151900000883,1,Muted the word sex at multiple points.,sex,audio_modification,sexual_suggestive,text_dialogue
100010842500002440,1,Translated cast and credits into Hindi.,Hindi,insertion,,metadata
100010101900009565,3,Replaced a shot of a girl hitting a man's crotch with another shot.,crotch,replacement,violence|sexual_suggestive,visual_scene
100010101900009565,2,Blurred the liquor bottle label.,liquor bottle label,visual_modification,substance,visual_scene
100010101900009565,1,Muted a derogatory term.,maal,audio_modification,profanity,text_dialogue
100010151800001782,21,Added anti-smoking disclaimers and static scrolls throughout the film.,smoking,insertion,substance,metadata
100010151800001782,20,Inserted a CBFC certificate at the beginning of the film.,CBFC certificate,insertion,,metadata
100010151800001782,19,Removed violent visuals of throat slashing and blood.,throat slashing|blood,deletion,violence,visual_scene
100010151800001782,18,"Removed the visuals of a man forcing himself on a woman, followed by another woman on top of her, but retained the visuals of stabbing.",sexual_explicit|violence,deletion,sexual_explicit|violence,visual_scene
100010151800001782,17,Deleted lines from the dialogue.,Act like Im not here.show me,deletion,,text_dialogue
100010151800001782,16,Removed a line of dialogue containing profanity and a sexual reference.,fuck|her,deletion,profanity|sexual_suggestive,text_dialogue
100010151800001782,15,Removed a scene depicting sexual activity.,sex,deletion,sexual_explicit,visual_scene
100010151800001782,14,"Removed visuals of a man extracting liquid from a bottle, with the chemical name visible.",chemical name,deletion,,visual_scene
100010151800001782,13,Removed visuals of a man setting up a machine and electrocuting another man.,violence,deletion,violence,visual_scene
100010151800001782,12,Removed visuals of a woman showering.,woman showering,deletion,sexual_suggestive,visual_scene
100010151800001782,11,Removed visuals of a woman experiencing a psychotic episode.,psychotic episode,deletion,violence,visual_scene
100010151800001782,10,Removed dialogue containing a vulgar phrase.,suck|dick,deletion,profanity|sexual_suggestive,text_dialogue
100010151800001782,9,Removed visuals of a man grabbing a woman's breast.,breast,deletion,sexual_explicit,visual_scene
100010151800001782,8,Removed a scene involving a woman throwing a used tampon at another woman and the other woman throwing it back.,tampon,deletion,violence,visual_scene
100010151800001782,7,Reduced visuals of kissing,kissing,visual_modification,sexual_suggestive,visual_scene
100010151800001782,6,Multiple instances of profanity were muted.,fuck|bitch|cunt,audio_modification,profanity,text_dialogue
100010151800001782,5,Muted multiple instances of profanity.,fuck,audio_modification,profanity,text_dialogue
100010151800001782,4,Multiple instances of profanity were muted throughout the film.,fuck|fucking|blowjob|bitch,audio_modification,profanity,text_dialogue
100010151800001782,3,Muted multiple instances of profanity.,fuck|balls|motherfucker,audio_modification,profanity,text_dialogue
100010151800001782,2,Multiple instances of a profane word were muted.,fuck,audio_modification,profanity,text_dialogue
100010151800001782,1,Multiple instances of profanity were muted.,fuck|bitch|fucking,audio_modification,profanity,text_dialogue
100010842100002576,1,Inserted a CBFC certificate at the beginning of the film.,CBFC Certificate,insertion,,metadata
100050101900001296,2,Removed a scene mocking differently-abled people.,differently-abled people,deletion,identity_reference,visual_scene
100050101900001296,1,Inserted an anti-drug message.,anti-drug message,insertion,substance,text_dialogue
100030102100001121,2,Muted and deleted words related to disability.,Sevidu|Oomai|Dumb|Deaf,text_modification,identity_reference,text_dialogue
100030102100001121,1,Inserted a disclaimer about drugs.,drugs,insertion,substance,metadata
100030842500000374,2,Modified the visuals of cleavage in Song No.2.,cleavage,visual_modification,sexual_suggestive,visual_scene
100030842500000374,1,Modified the brand name of liquors.,liquor brand,replacement,substance,visual_scene
100070102100000294,3,Inserted the Tamil word for Intermission,Tamil word for Intermission,insertion,,text_dialogue
100070102100000294,2,Visuals of liquor brands were removed.,liquor brands,visual_modification,substance,visual_scene
100070102100000294,1,Added statutory warnings about smoking.,smoking,insertion,substance,metadata
100030101900002739,4,Blurred the visuals of a boy smoking a cigarette.,cigarette,visual_modification,substance,visual_scene
100030101900002739,3,Muted the word Harijan multiple times throughout the film.,Harijan,audio_modification,identity_reference,text_dialogue
100030101900002739,2,Blurred the brand name of Liquor Vat 69.,Liquor Vat 69,visual_modification,substance,visual_scene
100030101900002739,1,Inserted a statutory warning and health spot.,smoking,insertion,substance,metadata
100030101900002873,10,Muted a word with double meaning.,thookki,audio_modification,profanity,text_dialogue
100030101900002873,9,Muted a profane word.,Kunjugala,audio_modification,profanity,text_dialogue
100030101900002873,8,Removed and replaced dialogue from one part to another.,dialogue,text_modification,,text_dialogue
100030101900002873,7,Muted a derogatory word.,Sirukki,audio_modification,identity_reference|profanity,text_dialogue
100030101900002873,6,"Replaced the word ""Handicapped"" throughout the film.",Handicapped,replacement,identity_reference,text_dialogue
100030101900002873,5,The dialogues in the Sadhu scenes were modified.,Sadhu,text_modification,religious,text_dialogue
100030101900002873,4,Replaced visuals of intimate scene in the song sequence.,lip lock,replacement,sexual_suggestive,visual_scene
100030101900002873,3,Muted and replaced a word.,Oomaiyya|Oomaipponnukittaya,text_modification,profanity,text_dialogue
100030101900002873,2,Rectified spelling mistakes in general titles.,,text_modification,,metadata
100030101900002873,1,Added a disclaimer to comply with regulations.,null,insertion,,metadata
100030101900000243,2,Muted a word at one point in the film,Tha,audio_modification,profanity,text_dialogue
100030101900000243,1,Added a disclaimer about substance use.,"drinking, use of drugs",insertion,substance,metadata
100070101800001070,4,Reduced the duration of a scene showing cleavage.,cleavage,visual_modification,sexual_suggestive,visual_scene
100070101800001070,3,Removed a scene depicting a kiss on the navel and touching of the lower portion.,,deletion,sexual_suggestive,visual_scene
100070101800001070,2,Dialogue was muted.,Ye aunty intha vayasochhina ekkadundaalsina andaalu akkade unnayi,audio_modification,sexual_suggestive,text_dialogue
100070101800001070,1,Inserted anti-smoking health spots at the beginning and after the interval.,smoking,insertion,substance,metadata
100010101800025439,2,"Inserted two health spots, each 30 seconds long, at different points in the film.",health,insertion,,metadata
100010101800025439,1,Muted a derogatory word.,whorerandi,audio_modification,profanity,text_dialogue
100010101800003331,14,Inserted background music into the end credits.,music,insertion,,music
100010101800003331,13,Reduced the duration of a passionate kissing scene.,kissing,deletion,sexual_suggestive,visual_scene
100010101800003331,12,Removed shots focusing on cleavage during the item song.,cleavage shots,deletion,sexual_suggestive,visual_scene
100010101800003331,11,Muted the word at one point in the film.,Musallo,audio_modification,profanity,text_dialogue
100010101800003331,10,Reduced the frequency of religious slogans.,Jai Shri RamSiya Ram|Allah Ho Akbar,text_modification,religious,text_dialogue
100010101800003331,9,Muted a part of the dialogue.,profanity,audio_modification,profanity,text_dialogue
100010101800003331,8,Muted the word Shankar from the dialogue.,Shankar,audio_modification,,text_dialogue
100010101800003331,7,Removed a phrase from the dialogue that could be considered offensive.,Is mulk Ke Musalmaan,text_modification,political|identity_reference,text_dialogue
100010101800003331,6,Removed dialogue containing potentially defamatory terms.,Hindu Kasai,text_modification,identity_reference,text_dialogue
100010101800003331,5,Removed a dialogue that could be considered defamatory or provocative.,Ek Hazar Saal Tak ..... Unhi Mugalo Ki Nasl Hai,deletion,political,text_dialogue
100010101800003331,4,Removed the dialogue.,Sarkaar Chale Na...Ke Bina,deletion,,text_dialogue
100010101800003331,3,Muted several abusive words.,dhee|behanchod|ghanta|chutechutya|maan ki...|tumhari maa...|bhadve|haraami|maadarchod|pichwade,audio_modification,profanity,text_dialogue
100010101800003331,2,Added audio to the anti-smoking disclaimer.,smoking,insertion,substance,metadata
100010101800003331,1,Added Hindi voice-over and a disclaimer about no harm.,no harm,insertion,,metadata
100020842500000010,2,Added a caution message about smoking.,smoking,insertion,substance,metadata
100020842500000010,1,Added anti-smoking disclaimer at multiple points in the film.,smoking,insertion,substance,metadata
100010152000000156,27,"Removed a scene where Dany hits Brat, showing blood, and also removed a profane word.",Dany|Brat,deletion,violence|profanity,visual_scene
100010152000000156,26,Removed a scene where a woman is running with transparent clothing.,woman with transparent clothing,deletion,sexual_suggestive,visual_scene
100010152000000156,25,"Removed a fight scene in a bathroom, and a half-naked woman was removed.",violence|sexual_suggestive,deletion,violence|sexual_suggestive,visual_scene
100010152000000156,24,Deleted a fight scene in a bathroom.,violence,deletion,violence,visual_scene
100010152000000156,23,"Removed a scene depicting a chase, a woman showering, and a glimpse of a naked body.",naked body,deletion,sexual_suggestive,visual_scene
100010152000000156,22,Deleted a scene of a man being chased with a sword and attacked with a chain.,violence,deletion,violence,visual_scene
100010152000000156,21,Removed a fight scene involving violence.,violence,deletion,violence,visual_scene
100010152000000156,20,Deleted a scene showing a person in a pool of blood.,blood,deletion,violence,visual_scene
100010152000000156,19,Removed the dialogue referring to a woman as a whore and explaining the meaning.,whore,text_modification,profanity,text_dialogue
100010152000000156,18,Removed a scene depicting a rape attempt.,rape,deletion,violence|sexual_explicit,visual_scene
100010152000000156,17,"Removed a scene where a character attempts to force themselves on another character, including dialogue.",bastard,deletion,violence|sexual_suggestive,visual_scene
100010152000000156,16,"Deleted a scene depicting gunshots and blood, followed by dialogue.",gunshot|blood|kill,deletion,violence|profanity,visual_scene
100010152000000156,15,Deleted a violent fight scene.,violence,deletion,violence,visual_scene
100010152000000156,14,Removed a fight scene where a character is attacked by multiple fighters.,violence,deletion,violence,visual_scene
100010152000000156,13,Deleted a scene of a fight where a boxer attacks Dany.,violence,deletion,violence,visual_scene
100010152000000156,12,Deleted a scene of fighting and violence after dialogue.,violence,deletion,violence,visual_scene
100010152000000156,11,Deleted a scene where a man is bitten by a fighter.,violence,deletion,violence,visual_scene
100010152000000156,10,The scene where a child is watching from a door and gunshots are heard is deleted.,violence,deletion,violence,visual_scene
100010152000000156,9,Deleted a scene where the goon attacks a car with Bart and Dany in it.,violence,deletion,violence,visual_scene
100010152000000156,8,Removed multiple instances of profanity.,fuck,text_modification,profanity,text_dialogue
100010152000000156,7,Removed the dialogue including profanity.,fuck|arsehole,text_modification,profanity,text_dialogue
100010152000000156,6,"Deleted a fight scene involving Dany hitting, punching, kicking, hitting a man in the face, and smashing his head on a table.",violence,deletion,violence,visual_scene
100010152000000156,5,Removed a scene depicting a sexual act.,sexual act,deletion,sexual_explicit,visual_scene
100010152000000156,4,"Removed a fight scene with violent actions, including neck breaking and kicking.",violence,deletion,violence,visual_scene
100010152000000156,3,Muted several profane words at different points in the film.,bitch|balls|bastard|ass|whore,audio_modification,profanity,text_dialogue
100010152000000156,2,Muted multiple instances of profanity throughout the film.,fuck|blady,audio_modification,profanity,text_dialogue
100010152000000156,1,Muted multiple instances of profanity.,fuck|fuckin,audio_modification,profanity,text_dialogue
100070842300000353,6,Removed visuals of blood in the accident scene and from Nagabhushana's mouth.,blood,visual_modification,violence,visual_scene
100070842300000353,5,Removed a visual scene of a young boy's tongue being cut.,violence,deletion,violence,visual_scene
100070842300000353,4,Removed references to different governments.,Kendra Rastra|Kendra,text_modification,political,text_dialogue
100070842300000353,3,Removed a profane word.,bastard,text_modification,profanity,text_dialogue
100070842300000353,2,Removed visuals of dead bodies and blood.,blood,deletion,violence,visual_scene
100070842300000353,1,Removed visuals of students meeting on the national flag.,national flag,deletion,political,visual_scene
100010151700001793,8,"Added anti-smoking disclaimer at the beginning and middle of the film and added a static scroll with the text ""Smoking Kills"" whenever smoking occurs.",smoking,insertion,substance,metadata
100010151700001793,7,Removed a scene depicting nude men.,nude men,deletion,sexual_explicit,visual_scene
100010151700001793,6,Deleted a shot where a woman's breasts were visible through sheer clothing.,breasts,deletion,sexual_explicit,visual_scene
100010151700001793,5,Removed a scene depicting a car hitting a cow.,cow,deletion,violence,visual_scene
100010151700001793,4,Removed the shot of a person shooting cows.,cows,deletion,violence,visual_scene
100010151700001793,3,Muted profane words.,bitch|dick,audio_modification,profanity,text_dialogue
100010151700001793,2,Multiple instances of profanity were muted.,sumbitch|ass|whore|nuts|ass,audio_modification,profanity,text_dialogue
100010151700001793,1,Multiple instances of profanity were muted.,bitch,audio_modification,profanity,text_dialogue
100010842400007944,5,Removed visuals of genitals during an intimate scene.,genitals,deletion,sexual_explicit,visual_scene
100010842400007944,4,"Added a disclaimer about visuals of smoking, liquor consumption, and drugs throughout the film.",smoking|liquor consumption|drugs,insertion,substance,metadata
100010842400007944,3,Removed a pornographic film clip.,pornographic film clip,deletion,sexual_explicit,visual_scene
100010842400007944,2,Removed visuals of sexual acts and blurred nudity in the background.,nudity,visual_modification,sexual_explicit|sexual_suggestive,visual_scene
100010842400007944,1,Inserted the censor certificate at the beginning of the film.,censor certificate,insertion,,metadata
100010152100000322,1,Added a CBFC certificate at the beginning of the film.,CBFC Certificate,insertion,,metadata
100010151900002094,3,Removed scenes depicting a woman touching a man's crotch.,null,deletion,sexual_suggestive,visual_scene
100010151900002094,2,Added anti-smoking disclaimer wherever smoking scenes occur.,smoking,insertion,substance,metadata
100010151900002094,1,Inserted an anti-smoking advertisement at the beginning of the film.,smoking,insertion,substance,metadata
100010102100001146,7,Deleted a song sequence.,o sathiya o sathiya,deletion,,music
100010102100001146,6,Removed a song sequence from the film.,Song No. 6,deletion,,music
100010102100001146,5,Deleted the visual of Song No. 5.,ekllalo Aae ston,deletion,,visual_scene
100010102100001146,4,Removed the visual of a song sequence.,Song No. 4,deletion,,music
100010102100001146,3,Removed a song sequence.,Song No. 3,deletion,,music
100010102100001146,2,Removed a song sequence from the film.,Song No. 2,deletion,,music
100010102100001146,1,Removed the visual of a song sequence.,naa ishtam ye kundane,deletion,,music
100010101700008054,6,Added a disclaimer regarding occupational cancer and its global impact.,occupational cancer,insertion,,metadata
100010101700008054,5,Added a static message and a disclaimer about smoking.,smoking,insertion,substance,metadata
100010101700008054,4,Muted the word Gand twice.,gand,audio_modification,profanity,text_dialogue
100010101700008054,3,Replaced the word Bambai with Mumbai,Bambai|Mumbai,replacement,,text_dialogue
100010101700008054,2,Muted a profane word.,chutiya,audio_modification,profanity,text_dialogue
100010101700008054,1,Muted a profane word.,gu,audio_modification,profanity,text_dialogue
100050842400000744,12,Dialogue was modified at one point in the film.,dialogue,text_modification,,text_dialogue
100050842400000744,11,Audio was modified,,audio_modification,,other
100050842400000744,10,Muted a profane word.,fuck,audio_modification,profanity,text_dialogue
100050842400000744,9,Modified cuss words in the dialogue.,shit|fuck,text_modification,profanity,text_dialogue
100050842400000744,8,Added a message about alcohol use during scenes with drinking.,alcohol use,insertion,substance,visual_scene
100050842400000744,7,Removed dialogue from the film.,dialogue,deletion,,text_dialogue
100050842400000744,6,Modified the dialogue,dialogue,text_modification,,text_dialogue
100050842400000744,5,Modified dialogue,dialogue,text_modification,,text_dialogue
100050842400000744,4,Added an anti-smoking message over scenes with smoking.,smoking,insertion,substance,visual_scene
100050842400000744,3,Added anti-smoking health spot at the beginning and during the interval.,smoking,insertion,substance,metadata
100050842400000744,2,Added a film certificate at the beginning of the movie.,film certificate,insertion,,metadata
100050842400000744,1,Added the title of the film and credits.,title of the film and credits,insertion,,metadata
100010152000000890,8,Removed multiple scenes of a man beating and killing a woman.,violence,deletion,violence,visual_scene
100010152000000890,7,Removed multiple violent scenes.,violence,deletion,violence,visual_scene
100010152000000890,6,Removed visuals of a man beating another man.,violence,deletion,violence,visual_scene
100010152000000890,5,Removed visuals of a man beating a woman.,violence,deletion,violence,visual_scene
100010152000000890,4,Muted instances of a profane word at multiple points in the film.,fuck,audio_modification,profanity,text_dialogue
100010152000000890,3,Muted profanity at multiple points.,fuck|bitch,audio_modification,profanity,text_dialogue
100010152000000890,2,Muted instances of profanity in the dialogue.,fuck|bitch,audio_modification,profanity,text_dialogue
100010152000000890,1,Muted instances of a profane word at multiple points in the film.,fuck,audio_modification,profanity,text_dialogue
100010152000000429,1,Added a censor certificate at the beginning of the film.,censor certificate,insertion,,metadata
100070101700000521,4,Removed a symbol from the entrance.,poovanam,deletion,religious,visual_scene
100070101700000521,3,Reduced the number of flags by 50 percent.,flags,text_modification,,visual_scene
100070101700000521,2,Removed a word.,servant,deletion,,text_dialogue
100070101700000521,1,Removed a profane word.,burrunda,audio_modification,profanity,text_dialogue
100070102000000236,2,Muted the word at one point in the film,piccaikaran,audio_modification,profanity,text_dialogue
100070102000000236,1,Added statutory warnings about smoking and drinking.,"smoking, drinking",insertion,substance,metadata
100010101900012657,4,Deleted a scene of slapping and replaced it with a different shot.,,replacement,violence,visual_scene
100010101900012657,3,"Removed female semi nudity and replaced it with a close shot of a man, deleted focus on dancers bodies and replaced it with actors running, reduced exposure in song",female semi nudity|dancers bodies,replacement,sexual_suggestive,visual_scene
100010101900012657,2,Muted multiple instances of profanity and a phrase glorifying rape.,kutiya|mere ghanta se tere ghante se|majaa aa gaya|bastard,audio_modification,profanity,text_dialogue
100010101900012657,1,Removed a visual scene and replaced it with another shot.,dog scene,replacement,,visual_scene
100010151900000505,9,Added space at the beginning of the film to display the CBFC Certificate.,CBFC Certificate,insertion,,metadata
100010151900000505,8,Removed the word 'dick' from the password box.,dick,text_modification,profanity,text_dialogue
100010151900000505,7,Muted a profane word.,bastard,audio_modification,profanity,text_dialogue
100010151900000505,6,Muted profane words.,fuck,audio_modification,profanity,text_dialogue
100010151900000505,5,Muted a profane word.,motherfucker,audio_modification,profanity,text_dialogue
100010151900000505,4,Muted a profane word.,asshole,audio_modification,profanity,text_dialogue
100010151900000505,3,Muted a profane word.,twat,audio_modification,profanity,text_dialogue
100010151900000505,2,Muted a profane word.,dick,audio_modification,profanity,text_dialogue
100010151900000505,1,Muted a profane word at one point in the film,boner,audio_modification,profanity|sexual_suggestive,text_dialogue
100010151800000584,7,Removed the visual of women head crashing on a glass,violence,deletion,violence,visual_scene
100010151800000584,6,Removed the shot of a knife piercing a man's leg.,knife piercing leg,deletion,violence,visual_scene
100010151800000584,5,Removed the visual of the word fuck from a chat window.,fuck,deletion,profanity,visual_scene
100010151800000584,4,Removed the visual of a tobacco brand.,Marlboro,deletion,substance,visual_scene
100010151800000584,3,Removed visuals of passionate kissing.,kissing,deletion,sexual_suggestive,visual_scene
100010151800000584,2,Multiple instances of profanity were removed.,fuck|fucking,text_modification,profanity,text_dialogue
100010151800000584,1,Multiple instances of a profane word were removed.,fuck,text_modification,profanity,text_dialogue
100010842200007026,4,Removed the end credit titles.,credits,deletion,,metadata
100010842200007026,3,Removed a Telugu song from the film.,Masthunnadhi,deletion,,music
100010842200007026,2,Removed a Telugu song.,Gala Gala Navve,deletion,,music
100010842200007026,1,Removed the credit titles.,credits,deletion,,metadata
100070101900000578,1,Replaced the doctor's mannerisms during a conversation with the heroine and mother.,avi big sizelo,replacement,sexual_suggestive,visual_scene
100010842500001052,2,Added anti-smoking message,smoking,content_overlay,substance,metadata
100010842500001052,1,Reduced a scene of a vampire sucking blood.,blood,deletion,violence,visual_scene
100010151800001573,1,Added a CBFC certificate at the beginning of the film.,CBFC certificate,insertion,,metadata
100010152000000845,4,Removed a visual of a woman's butt.,butt,deletion,sexual_suggestive,visual_scene
100010152000000845,3,Removed the visual of a man's butt.,butt,deletion,sexual_suggestive,visual_scene
100010152000000845,2,Muted profane words at multiple points in the film.,fuck|ass,audio_modification,profanity,text_dialogue
100010152000000845,1,Inserted CBFC certificate at the beginning of the film.,CBFC certificate,insertion,,metadata
100010152000000873,28,Removed the visuals of a coffee cup with a middle finger.,middle finger,deletion,profanity,visual_scene
100010152000000873,27,Removed visuals of a man with a sex doll.,sex doll,deletion,sexual_suggestive,visual_scene
100010152000000873,26,Deleted the visuals of depiction of mans penis growing,penis,deletion,sexual_explicit,visual_scene
100010152000000873,25,Deleted the visuals of a sex doll.,sex doll,deletion,sexual_explicit,visual_scene
100010152000000873,24,Removed visuals of a sex doll.,sex doll,deletion,sexual_explicit,visual_scene
100010152000000873,23,Deleted visuals of a man touching a sex doll's breast.,sex doll's breast,deletion,sexual_explicit,visual_scene
100010152000000873,22,Removed visuals of a sex doll on a bed.,sex doll,deletion,sexual_explicit,visual_scene
100010152000000873,21,Removed a visual scene featuring women grinding.,women grinding,deletion,sexual_suggestive,visual_scene
100010152000000873,20,Removed a scene with a man and a woman.,man|woman,deletion,sexual_suggestive,visual_scene
100010152000000873,19,Muted a profane word at multiple points in the film,whore,audio_modification,profanity,text_dialogue
100010152000000873,18,Muted the word at multiple points in the film.,penis,audio_modification,profanity,text_dialogue
100010152000000873,17,Muted a profane phrase.,son of a bitch,audio_modification,profanity,text_dialogue
100010152000000873,16,Muted a profane word.,screwed,audio_modification,profanity,text_dialogue
100010152000000873,15,Muted a word at one point in the film,muslim,audio_modification,religious,text_dialogue
100010152000000873,14,Muted a profane word.,fuck,audio_modification,profanity,text_dialogue
100010152000000873,13,Muted the word at multiple points in the film.,nipple,audio_modification,sexual_suggestive,text_dialogue
100010152000000873,12,Muted a profane word.,effed,audio_modification,profanity,text_dialogue
100010152000000873,11,Muted the word at multiple points in the film,titties,audio_modification,sexual_suggestive,text_dialogue
100010152000000873,10,Muted a profane word.,motherfucker,audio_modification,profanity,text_dialogue
100010152000000873,9,Muted a racial slur.,negro,audio_modification,identity_reference|profanity,text_dialogue
100010152000000873,8,Muted a suggestive word.,humping,audio_modification,sexual_suggestive,text_dialogue
100010152000000873,7,Muted a profane word.,bastard,audio_modification,profanity,text_dialogue
100010152000000873,6,Muted a profane word at one point in the film,effing,audio_modification,profanity,text_dialogue
100010152000000873,5,Muted the word asshole at multiple points.,asshole,audio_modification,profanity,text_dialogue
100010152000000873,4,Muted a word at one point in the film,sex,audio_modification,sexual_explicit,text_dialogue
100010152000000873,3,Muted a profane word.,booty,audio_modification,profanity,text_dialogue
100010152000000873,2,Muted the word at multiple points in the film.,bitch,audio_modification,profanity,text_dialogue
100010152000000873,1,Added a CBFC certificate at the beginning of the film.,CBFC Certificate,insertion,,metadata
100090101900000432,5,Muted the word mayire in Reel No 7.,mayire,audio_modification,profanity,text_dialogue
100090101900000432,4,Blurred the liquor brand name in the bar song sequence.,Budweiser,visual_modification,substance,visual_scene
100090101900000432,3,Added a statutory warning about alcohol consumption.,alcohol,insertion,substance,metadata
100090101900000432,2,Inserted a statutory warning about smoking.,smoking,insertion,substance,metadata
100090101900000432,1,Added a title card with a disclaimer about animal safety and the use of computer graphics for wild boar sequences.,animals,insertion,,metadata
100020842300000108,12,Added a disclaimer about fish aquariums.,fish aquarium,insertion,,metadata
100020842300000108,11,Replaced the word Dagar multiple times in the film.,Dagar,replacement,,text_dialogue
100020842300000108,10,Replaced the song.,punyakoti,replacement,,music
100020842300000108,9,Muted the word at one point and removed it from the subtitles.,mental,audio_modification,,text_dialogue
100020842300000108,8,Removed visuals of a child's genitals.,penis,deletion,sexual_explicit,visual_scene
100020842300000108,7,Replaced a profane word.,deng tinandu,replacement,profanity,text_dialogue
100020842300000108,6,Removed visuals of girls kissing the man.,kissing,deletion,sexual_suggestive,visual_scene
100020842300000108,5,Blurred the brand name of condom DUFEX at one point in the film.,DUFEX,visual_modification,sexual_suggestive,visual_scene
100020842300000108,4,Blurred the brand name of beer at multiple points in the movie.,beer brand,visual_modification,substance,visual_scene
100020842300000108,3,Deleted visuals of a book.,book,deletion,,visual_scene
100020842300000108,2,Removed a visual scene showing a woman's back.,woman's back,deletion,sexual_suggestive,visual_scene
100020842300000108,1,"Removed the phrase ""first night"" from the subtitles throughout the movie.",first night,text_modification,,text_dialogue
100010842400006194,7,Removed the end title sequence.,end title sequence,deletion,,metadata
100010842400006194,6,Deleted a Kannada song.,Kannada song,deletion,,music
100010842400006194,5,Deleted a Kannada song.,Kannada song,deletion,,music
100010842400006194,4,Deleted a Kannada song.,Kannada song,deletion,,music
100010842400006194,3,Removed a Kannada song.,Kannada song,deletion,,music
100010842400006194,2,Removed a Kannada song.,Kannada song,deletion,,music
100010842400006194,1,Removed the Kannada start title.,Kannada start title,deletion,,metadata
100090101900000279,4,Muted multiple profane words.,choothiya|mayire|naayinte mone,audio_modification,profanity,text_dialogue
100090101900000279,3,Muted all instances of profanity in the film.,profanity,audio_modification,profanity,text_dialogue
100090101900000279,2,Added a title card stating that computer graphics were used for the eagle and monkey.,eagle|monkey,insertion,,metadata
100090101900000279,1,Added a statutory warning about drinking.,drinking,insertion,substance,metadata
100030842200000277,3,Muted the word Psychova at one point in the film.,Psychova,audio_modification,profanity,text_dialogue
100030842200000277,2,Inserted a disclaimer in Tamil and English about the film's content.,"witchcraft, exorcism, supernatural phenomena",insertion,religious,metadata
100030842200000277,1,Added the Tamil title to the film.,title,insertion,,metadata
100090842300000742,1,Inserted a statutory scroll about violence against children.,violence against children,insertion,violence,metadata
100010151800000764,4,Removed the liquor brand label.,liquor brand label,deletion,substance,visual_scene
100010151800000764,3,Removed the visual of bare butts.,bare butts,deletion,sexual_explicit,visual_scene
100010151800000764,2,Muted multiple profane words and deleted dialogue in a barber shop scene.,dick|suck|sucker|nuts|ass|Viagra|son of a bitch,audio_modification,profanity|sexual_suggestive,text_dialogue
100010151800000764,1,Added a CBFC certificate at the beginning of the film.,CBFC certificate,insertion,,metadata
100090101800000204,2,Removed a profane word.,pottan,deletion,profanity,text_dialogue
100090101800000204,1,Deleted the word.,charakku,deletion,profanity,text_dialogue
100030842300002498,1,Muted profanity at several points.,fuck|bastard,audio_modification,profanity,text_dialogue
100010151900001913,2,Blurred the middle finger.,middle finger,visual_modification,profanity,visual_scene
